movieId,title,genres,titles
5012,Babylon 5: A Call to Arms (1999),Adventure|Sci-Fi,babylon 5: a call to arms 
5013,Babylon 5: The River of Souls (1998),Drama|Sci-Fi,babylon 5: the river of souls 
5014,Babylon 5: Thirdspace (1998),Drama|Sci-Fi,babylon 5: thirdspace 
5015,True Stories (1986),Comedy|Musical,true stories 
5016,"Virgin Spring, The (Jungfrukällan) (1960)",Crime|Drama,virgin spring
5017,Mogambo (1953),Adventure|Drama|Romance,mogambo 
5018,"Secret Life of Walter Mitty, The (1947)",Comedy|Romance|Thriller,secret life of walter mitty
5019,Another Thin Man (1939),Comedy|Crime|Drama|Mystery|Romance,another thin man 
5020,"Thin Man Goes Home, The (1945)",Comedy|Crime|Mystery,thin man goes home
5021,Shadow of the Thin Man (1941),Comedy|Crime|Mystery,shadow of the thin man 
5022,After the Thin Man (1936),Comedy|Crime|Mystery|Romance,after the thin man 
5023,Song of the Thin Man (1947),Comedy|Crime|Drama|Musical|Mystery|Romance,song of the thin man 
5024,Love Crazy (1941),Comedy,love crazy 
5025,Gunga Din (1939),Adventure|Comedy|War,gunga din 
5026,Children of Dune (2003),Fantasy|Sci-Fi,children of dune 
5027,Dune (2000),Drama|Fantasy|Sci-Fi,dune 
5028,Lammbock (2001),Comedy,lammbock 
5029,"Legend, The (Legend of Fong Sai-Yuk, The) (Fong Sai Yuk) (1993)",Action|Comedy,legend
5030,Tremors II: Aftershocks (1996),Comedy|Horror|Sci-Fi,tremors ii: aftershocks 
5031,Tremors 3: Back to Perfection (2001),Comedy|Horror|Sci-Fi,tremors 3: back to perfection 
5032,Notorious C.H.O. (2002),Comedy,notorious c.h.o. 
5033,The Plague of the Zombies (1966),Horror,the plague of the zombies 
5034,I Walked with a Zombie (1943),Drama|Horror,i walked with a zombie 
5035,Highway 61 (1991),Comedy,highway 61 
5036,How to Succeed in Business Without Really Trying (1967),Comedy|Musical,how to succeed in business without really trying 
5037,Pat Garrett and Billy the Kid (1973),Western,pat garrett and billy the kid 
5038,"Last Man on Earth, The (Ultimo uomo della Terra, L') (1964)",Drama|Horror|Sci-Fi,last man on earth
5039,"Duck, You Sucker (1971)",Action|Western,duck
5040,Bring Me the Head of Alfredo Garcia (1974),Crime|Drama|Thriller,bring me the head of alfredo garcia 
5041,Ride the High Country (1962),Adventure|Drama|Western,ride the high country 
5042,Master of the Flying Guillotine (Du bi quan wang da po xue di zi) (1975),Action,master of the flying guillotine 
5043,Frankenstein Must Be Destroyed (1969),Drama|Horror|Sci-Fi,frankenstein must be destroyed 
5044,Gidget (1959),Comedy,gidget 
5045,Desperate Living (1977),Comedy|Crime,desperate living 
5046,Stray Dog (Nora inu) (1949),Drama|Film-Noir|Thriller,stray dog 
5047,"Hidden Fortress, The (Kakushi-toride no san-akunin) (1958)",Action|Adventure,hidden fortress
5048,High and Low (Tengoku to jigoku) (1963),Crime|Drama|Film-Noir|Thriller,high and low 
5049,"People Under the Stairs, The (1991)",Horror|Mystery|Thriller,people under the stairs
5050,Dark Days (2000),Documentary,dark days 
5051,Zelig (1983),Comedy,zelig 
5052,Shame (Skammen) (1968),Drama|War,shame 
5053,"Silence, The (Tystnaden) (1963)",Drama,silence
5054,Winter Light (Nattvardsgästerna) (1963),Drama,winter light 
5055,Through a Glass Darkly (Såsom i en spegel) (1961),Drama,through a glass darkly 
5056,The Magician (1958),Drama,the magician 
5057,"Killers, The (1946)",Crime|Film-Noir,killers
5058,"Night of the Iguana, The (1964)",Drama|Thriller,night of the iguana
5059,Nightbreed (1990),Fantasy|Horror,nightbreed 
5060,Ken Park (2002),Drama,ken park 
5061,Monterey Pop (1968),Documentary|Musical,monterey pop 
5062,"Bridge Too Far, A (1977)",Action|Drama|War,bridge too far
5063,Infernal Affairs (Mou gaan dou) (2002),Crime|Drama|Thriller,infernal affairs 
5064,"Tale of Two Sisters, A (Janghwa, Hongryeon) (2003)",Drama|Horror|Mystery|Thriller,tale of two sisters
5065,Broadway Danny Rose (1984),Comedy,broadway danny rose 
5066,From Beyond (1986),Horror|Sci-Fi,from beyond 
5067,Robot Jox (1990),Sci-Fi,robot jox 
5068,Dolls (1987),Horror,dolls 
5069,Space Truckers (1996),Comedy|Sci-Fi,space truckers 
5070,Death Race 2000 (1975),Action|Sci-Fi,death race 2000 
5071,"Bucket Of Blood, A (1959)",Comedy|Horror,bucket of blood
5072,Brigadoon (1954),Fantasy|Musical|Romance,brigadoon 
5073,"Power of One, The (1992)",Drama,power of one
5074,"Weather Underground, The (2002)",Documentary,weather underground
5075,Kikujiro (Kikujirô no natsu) (1999),Comedy|Drama,kikujiro 
5076,"Spring, Summer, Fall, Winter... and Spring (Bom yeoreum gaeul gyeoul geurigo bom) (2003)",Drama,spring
5077,"Phantom Tollbooth, The (1970)",Adventure|Animation|Children|Fantasy,phantom tollbooth
5078,"Getaway, The (1972)",Action|Crime|Drama|Thriller,getaway
5079,Dark Water (Honogurai mizu no soko kara) (2002),Drama|Horror|Mystery|Thriller,dark water 
5080,"Thing Called Love, The (1993)",Comedy|Drama|Romance,thing called love
5081,The Thief (1997),Drama,the thief 
5082,How to Steal a Million (1966),Comedy|Crime|Romance,how to steal a million 
5083,"Stendhal Syndrome, The (Sindrome di Stendhal, La) (1996)",Crime|Horror|Thriller,stendhal syndrome
5084,Mean Streets (1973),Crime|Drama,mean streets 
5085,Jack the Bear (1993),Comedy|Drama,jack the bear 
5086,I Am a Fugitive from a Chain Gang (1932),Crime|Drama|Film-Noir,i am a fugitive from a chain gang 
5087,Hamburger Hill (1987),Action|Drama|War,hamburger hill 
5088,Sweet Bird of Youth (1962),Drama,sweet bird of youth 
5089,Frankenstein Unbound (1990),Drama|Horror|Sci-Fi,frankenstein unbound 
5090,Shiri (Swiri) (1999),Action|Drama|Romance|Thriller,shiri 
5091,Bad Day at Black Rock (1955),Drama|Thriller|Western,bad day at black rock 
5092,In China They Eat Dogs (I Kina spiser de hunde) (1999),Action|Comedy,in china they eat dogs 
5093,Delta Force 2 (Delta Force 2: The Colombian Connection) (1990),Action|Adventure|Thriller|War,delta force 2 
5094,Crossroads (1986),Drama,crossroads 
5095,"Seducing Doctor Lewis (Grande séduction, La) (2003)",Comedy,seducing doctor lewis 
5096,Sunrise: A Song of Two Humans (1927),Drama|Romance,sunrise: a song of two humans 
5097,Shock Corridor (1963),Drama,shock corridor 
5098,Au revoir les enfants (1987),Drama,au revoir les enfants 
5099,Pursuit of Happiness (2001),Comedy|Romance,pursuit of happiness 
5100,Gladiator (1992),Action|Drama,gladiator 
5101,Indestructible Man (1956),Crime|Horror|Sci-Fi,indestructible man 
5102,"Wasp Woman, The (1959)",Horror|Sci-Fi,wasp woman
5103,Attack of the Giant Leeches (1959),Horror|Sci-Fi,attack of the giant leeches 
5104,Dead or Alive: Hanzaisha (1999),Action|Crime,dead or alive: hanzaisha 
5105,Lola Montès (1955),Drama,lola montès 
5106,Charly (1968),Drama|Sci-Fi,charly 
5107,Lust for Life (1956),Drama,lust for life 
5108,"Dolce Vita, La (1960)",Drama,dolce vita
5109,Jin Roh: The Wolf Brigade (Jin-Rô) (1998),Animation|Fantasy|Thriller,jin roh: the wolf brigade 
5110,Rush (1991),Crime|Drama,rush 
5111,Captain Blood (1935),Action|Adventure|Romance,captain blood 
5112,*batteries not included (1987),Children|Comedy|Fantasy|Sci-Fi,*batteries not included 
5113,Educating Rita (1983),Comedy|Drama,educating rita 
5114,Sansho the Bailiff (Sanshô dayû) (1954),Drama,sansho the bailiff 
5115,Zazie dans le métro (1960),Comedy,zazie dans le métro 
5116,"Americanization of Emily, The (1964)",Comedy|Drama|War,americanization of emily
5117,Anne of the Thousand Days (1969),Drama,anne of the thousand days 
5118,"Avventura, L' (Adventure, The) (1960)",Drama|Mystery|Romance,avventura
5119,Beyond the Valley of the Dolls (1970),Comedy|Horror,beyond the valley of the dolls 
5120,Hiroshima Mon Amour (1959),Drama|Romance|War,hiroshima mon amour 
5121,Ugetsu (Ugetsu monogatari) (1953),Drama|Thriller,ugetsu 
5122,"Day of the Jackal, The (1973)",Crime|Thriller,day of the jackal
5123,Night of the Living Dead (1990),Horror,night of the living dead 
5124,"Maltese Falcon, The (a.k.a. Dangerous Female) (1931)",Mystery,maltese falcon
5125,I Love You Again (1940),Comedy|Drama,i love you again 
5126,Safety Last! (1923),Action|Comedy|Romance,safety last! 
5127,While the City Sleeps (1956),Drama|Film-Noir,while the city sleeps 
5128,Little Murders (1971),Comedy|Crime,little murders 
5129,Viridiana (1961),Comedy|Drama,viridiana 
5130,Masterminds (1997),Action|Comedy|Thriller,masterminds 
5131,Lupin III: The Castle Of Cagliostro (Rupan sansei: Kariosutoro no shiro) (1979),Action|Adventure|Animation|Comedy|Crime|Mystery,lupin iii: the castle of cagliostro 
5132,Arizona Dream (1993),Comedy|Drama|Fantasy|Romance,arizona dream 
5133,3 Women (Three Women) (1977),Drama,3 women 
5134,Grey Gardens (1975),Documentary,grey gardens 
5135,Purple Rain (1984),Drama|Musical,purple rain 
5136,Point of No Return (1993),Action|Thriller,point of no return 
5137,"Hairdresser's Husband, The (Le mari de la coiffeuse) (1990)",Comedy|Drama|Romance,hairdresser's husband
5138,College (1927),Comedy,college 
5139,Mitchell (1975),Action|Crime,mitchell 
5140,Used People (1992),Comedy|Drama,used people 
5141,"Front Page, The (1931)",Comedy|Drama|Romance,front page
5142,Dolls (2002),Drama|Romance,dolls 
5143,"Man Who Came to Dinner, The (1942)",Comedy,man who came to dinner
5144,Make Way for Tomorrow (1937),Drama,make way for tomorrow 
5145,"Major and the Minor, The (1942)",Comedy|Romance,major and the minor
5146,"Caine Mutiny, The (1954)",Drama|War,caine mutiny
5147,Black Narcissus (1947),Drama,black narcissus 
5148,Escape from Alcatraz (1979),Drama|Thriller,escape from alcatraz 
5149,Oliver Twist (1948),Adventure|Crime|Drama,oliver twist 
5150,Shrek 2 (2004),Adventure|Animation|Children|Comedy|Musical|Romance,shrek 2 
5151,"Day After Tomorrow, The (2004)",Action|Adventure|Drama|Sci-Fi|Thriller,day after tomorrow
5152,Raising Helen (2004),Comedy|Drama|Romance,raising helen 
5153,Soul Plane (2004),Comedy,soul plane 
5154,Baadasssss! (How to Get the Man's Foot Outta Your Ass) (2003),Drama,baadasssss! 
5155,Saved! (2004),Comedy|Drama,saved! 
5156,Harry Potter and the Prisoner of Azkaban (2004),Adventure|Fantasy|IMAX,harry potter and the prisoner of azkaban 
5157,Mindhunters (2004),Action|Crime|Horror|Mystery|Thriller,mindhunters 
5158,"Blind Swordsman: Zatoichi, The (Zatôichi) (2003)",Action|Comedy|Crime|Drama,blind swordsman: zatoichi
5159,"Chronicles of Riddick, The (2004)",Action|Sci-Fi|Thriller,chronicles of riddick
5160,Garfield: The Movie (2004),Animation|Children|Comedy,garfield: the movie 
5161,"Stepford Wives, The (2004)",Comedy|Fantasy|Thriller,stepford wives
5162,"Hunting of the President, The (2004)",Documentary,hunting of the president
5163,Napoleon Dynamite (2004),Comedy,napoleon dynamite 
5164,"Doctor, The (1991)",Drama,doctor
5165,"Dresser, The (1983)",Drama,dresser
5166,Father Hood (1993),Comedy,father hood 
5167,Hello Again (1987),Comedy,hello again 
5168,Hope Springs (2003),Comedy|Romance,hope springs 
5169,Lover Come Back (1961),Comedy|Romance,lover come back 
5170,Police Academy: Mission to Moscow (1994),Comedy|Crime,police academy: mission to moscow 
5171,Big Wednesday (1978),Comedy|Drama,big wednesday 
5172,Book of Love (1990),Comedy|Romance,book of love 
5173,Hour of the Wolf (Vargtimmen) (1968),Drama|Horror,hour of the wolf 
5174,Suddenly (1954),Crime|Drama|Film-Noir,suddenly 
5175,"Divorcee, The (1930)",Drama|Romance,divorcee
5176,Meet the Applegates (1991),Comedy,meet the applegates 
5177,Robot Carnival (Roboto kânibauru) (1987),Animation|Comedy|Drama|Fantasy|Sci-Fi,robot carnival 
5178,Americathon (1979),Comedy|Sci-Fi,americathon 
5179,Sands of Iwo Jima (1949),Action|Drama|Romance|War,sands of iwo jima 
5180,This Island Earth (1955),Sci-Fi,this island earth 
5181,Anthony Adverse (1936),Adventure|Romance,anthony adverse 
5182,Blackboard Jungle (1955),Drama,blackboard jungle 
5183,Luna Papa (1999),Comedy|Drama|Fantasy,luna papa 
5184,Investigation of a Citizen Above Suspicion (Indagine su un cittadino al di sopra di ogni sospetto) (1970),Crime|Drama|Thriller,investigation of a citizen above suspicion 
5185,To Each His Own (1946),Drama,to each his own 
5186,"Heiress, The (1949)",Drama|Romance,heiress
5187,Dragon Seed (1944),Drama|War,dragon seed 
5188,Executive Suite (1954),Drama,executive suite 
5189,Johnny Belinda (1948),Drama,johnny belinda 
5190,Super Size Me (2004),Comedy|Documentary|Drama,super size me 
5191,Johnny Eager (1942),Crime|Drama|Film-Noir|Romance,johnny eager 
5192,"Jetée, La (1962)",Romance|Sci-Fi,jetée
5193,Northwest Passage (1940),Action|Adventure|Drama|Romance|Thriller|Western,northwest passage 
5194,"Picture of Dorian Gray, The (1945)",Drama|Fantasy|Horror,picture of dorian gray
5195,"Human Condition I, The (Ningen no joken I) (1959)",Drama|War,human condition i
5196,Please Don't Eat the Daisies (1960),Children|Comedy|Musical,please don't eat the daisies 
5197,White Heat (1949),Crime|Drama|Film-Noir,white heat 
5198,"Christmas Carol, A (Scrooge) (1951)",Drama|Fantasy,christmas carol
5199,Memphis Belle (1990),Action|Drama|War,memphis belle 
5200,"Cincinnati Kid, The (1965)",Drama,cincinnati kid
5201,Animal Factory (2000),Crime|Drama,animal factory 
5202,Godzilla vs. Mechagodzilla (Gojira tai Mekagojira) (1974),Action|Horror|Sci-Fi,godzilla vs. mechagodzilla 
5203,"Hitcher, The (1986)",Action|Thriller,hitcher
5204,Show Boat (1951),Drama|Musical|Romance,show boat 
5205,Fear X (2003),Mystery|Thriller,fear x 
5206,Freaks (1932),Crime|Drama|Horror,freaks 
5207,"Immigrant, The (1917)",Comedy,immigrant
5208,Silent Movie (1976),Comedy,silent movie 
5209,Anna Christie (1930),Drama,anna christie 
5210,Dr. Jekyll and Mr. Hyde (1931),Drama|Horror,dr. jekyll and mr. hyde 
5211,Around the World in 80 Days (2004),Adventure|Children|Comedy,around the world in 80 days 
5212,Dodgeball: A True Underdog Story (2004),Comedy,dodgeball: a true underdog story 
5213,"Terminal, The (2004)",Comedy|Drama|Romance,terminal
5214,Dear Frankie (2004),Drama|Romance,dear frankie 
5215,White Chicks (2004),Action|Comedy|Crime,white chicks 
5216,"Door in the Floor, The (2004)",Drama,door in the floor
5217,"Notebook, The (2004)",Drama|Romance,notebook
5218,Two Brothers (Deux frères) (2004),Adventure|Children|Drama,two brothers 
5219,De-Lovely (2004),Drama|Musical,de-lovely 
5220,"Day at the Races, A (1937)",Comedy|Musical,day at the races
5221,Bob & Carol & Ted & Alice (1969),Comedy|Drama,bob & carol & ted & alice 
5222,"Claymation Christmas Celebration, A (1987)",Animation|Children|Comedy|Musical,claymation christmas celebration
5223,"Happenstance (Battement d'ailes du papillon, Le) (2001)",Comedy|Drama,happenstance 
5224,Comandante (2003),Documentary,comandante 
5225,Undead (2003),Action|Comedy|Horror|Sci-Fi,undead 
5226,Into the Woods (1991),Adventure|Comedy|Fantasy|Musical,into the woods 
5227,Pirates of Silicon Valley (1999),Documentary|Drama,pirates of silicon valley 
5228,Manufacturing Consent: Noam Chomsky and the Media (1992),Documentary|War,manufacturing consent: noam chomsky and the media 
5229,Mayor of the Sunset Strip (2003),Documentary,mayor of the sunset strip 
5230,Killing Me Softly (2002),Drama|Mystery|Romance|Thriller,killing me softly 
5231,"Philadelphia Experiment, The (1984)",Adventure|Drama|Sci-Fi,philadelphia experiment
5232,Juice (1992),Action|Crime|Drama|Thriller,juice 
5233,Revenge of the Pink Panther (1978),Comedy|Crime,revenge of the pink panther 
5234,Angels with Dirty Faces (1938),Crime|Drama|Film-Noir|Thriller,angels with dirty faces 
5235,Zero de conduite (Zero for Conduct) (Zéro de conduite: Jeunes diables au collège) (1933),Comedy|Drama,zero de conduite 
5236,Taxi (1998),Action|Comedy,taxi 
5237,Taxi 3 (2003),Action|Comedy,taxi 3 
5238,Tokyo Godfathers (2003),Adventure|Animation|Drama,tokyo godfathers 
5239,Our Hospitality (1923),Comedy,our hospitality 
5240,All of Me (1984),Comedy|Fantasy,all of me 
5241,"Farmer's Daughter, The (1947)",Comedy,farmer's daughter
5242,Overboard (1987),Comedy|Romance,overboard 
5243,Butterfield 8 (1960),Drama,butterfield 8 
5244,"Exterminating Angel, The (Ángel exterminador, El) (1962)",Comedy|Drama|Fantasy|Mystery,exterminating angel
5245,Fahrenheit 9/11 (2004),Documentary,fahrenheit 9/11 
5246,Roxanne (1987),Comedy|Romance,roxanne 
5247,Dr. Terror's House of Horrors (1965),Horror|Sci-Fi,dr. terror's house of horrors 
5248,Secret Society (2002),Comedy,secret society 
5249,"Last Starfighter, The (1984)",Action|Adventure|Comedy|Sci-Fi,last starfighter
5250,Spider-Man 2 (2004),Action|Adventure|Sci-Fi|IMAX,spider-man 2 
5251,Before Sunset (2004),Drama|Romance,before sunset 
5252,King Arthur (2004),Action|Adventure|Drama|War,king arthur 
5253,Anchorman: The Legend of Ron Burgundy (2004),Comedy,anchorman: the legend of ron burgundy 
5254,"Cinderella Story, A (2004)",Comedy|Romance,cinderella story
5255,"I, Robot (2004)",Action|Adventure|Sci-Fi|Thriller,i
5256,"Maria Full of Grace (Maria, Llena eres de gracia) (2004)",Crime|Drama,maria full of grace 
5257,Long Day's Journey Into Night (1962),Drama,long day's journey into night 
5258,"Short Film About Killing, A (Krótki film o zabijaniu) (1988)",Crime|Drama,short film about killing
5259,"Bourne Supremacy, The (2004)",Action|Crime|Thriller,bourne supremacy
5260,Catwoman (2004),Action|Crime|Fantasy,catwoman 
5261,A Home at the End of the World (2004),Drama|Romance,a home at the end of the world 
5262,"Testament of Dr. Mabuse, The (Das Testament des Dr. Mabuse) (1933)",Crime|Horror|Mystery|Thriller,testament of dr. mabuse
5263,Flash Gordon Conquers the Universe (1940),Action|Sci-Fi,flash gordon conquers the universe 
5264,"Man Escaped, A (Un  condamné à mort s'est échappé ou Le vent souffle où il veut) (1956)",Adventure|Drama,man escaped
5265,"Miracle of Marcelino, The (Marcelino pan y vino) (1955)",Comedy|Drama,miracle of marcelino
5266,Slaughterhouse-Five (1972),Comedy|Drama|Sci-Fi|War,slaughterhouse-five 
5267,"Bachelor and the Bobby-Soxer, The (1947)",Comedy,bachelor and the bobby-soxer
5268,Mr. Blandings Builds His Dream House (1948),Comedy,mr. blandings builds his dream house 
5269,My Favorite Wife (1940),Comedy|Romance,my favorite wife 
5270,"New Adventures of Pippi Longstocking, The (1988)",Adventure|Children|Fantasy|Musical,new adventures of pippi longstocking
5271,Night and Day (1946),Drama|Musical,night and day 
5272,"Snake Pit, The (1948)",Drama,snake pit
5273,"Super, The (1991)",Comedy,super
5274,"Leopard, The (Gattopardo, Il) (1963)",Drama|War,leopard
5275,"Day of the Locust, The (1975)",Drama,day of the locust
5276,To End All Wars (2001),Action|Drama|War,to end all wars 
5277,"Woman Is a Woman, A (femme est une femme, Une) (1961)",Comedy|Drama|Musical|Romance,woman is a woman
5278,Biggles (1986),Adventure|Fantasy|Sci-Fi,biggles 
5279,"Yesterday, Today and Tomorrow (Ieri, oggi, domani) (1963)",Comedy,yesterday
5280,Unprecedented: The 2000 Presidential Election (2002),Documentary,unprecedented: the 2000 presidential election 
5281,"Prime of Miss Jean Brodie, The (1969)",Drama,prime of miss jean brodie
5282,My Voyage to Italy (Il mio viaggio in Italia) (1999),Documentary,my voyage to italy 
5283,Sherlock Holmes: Terror by Night (1946),Crime|Mystery|Thriller,sherlock holmes: terror by night 
5284,"Spy Who Came in from the Cold, The (1965)",Drama|Thriller,spy who came in from the cold
5285,Sherlock Holmes and the Secret Weapon (1942),Crime|Mystery|Thriller,sherlock holmes and the secret weapon 
5286,Sherlock Holmes: The Woman in Green (1945),Mystery,sherlock holmes: the woman in green 
5287,Sherlock Holmes: Dressed to Kill (1946),Crime|Mystery,sherlock holmes: dressed to kill 
5288,"Manchurian Candidate, The (2004)",Thriller,manchurian candidate
5289,Thunderbirds (2004),Action|Adventure|Fantasy|Sci-Fi,thunderbirds 
5290,"Village, The (2004)",Drama|Mystery|Thriller,village
5291,Garden State (2004),Comedy|Drama|Romance,garden state 
5292,Musa the Warrior (Musa) (2001),Action|Adventure|Drama|War,musa the warrior 
5293,"Funny Thing Happened on the Way to the Forum, A (1966)",Comedy|Musical,funny thing happened on the way to the forum
5294,Collateral (2004),Action|Crime|Drama|Thriller,collateral 
5295,Little Black Book (2004),Comedy|Romance,little black book 
5296,Code 46 (2003),Romance|Sci-Fi,code 46 
5297,"Story of Women (Affaire de femmes, Une) (1988)",Drama,story of women 
5298,Harold and Kumar Go to White Castle (2004),Adventure|Comedy,harold and kumar go to white castle 
5299,"Princess Diaries 2: Royal Engagement, The (2004)",Comedy|Romance,princess diaries 2: royal engagement
5300,Danny Deckchair (2003),Comedy|Romance,danny deckchair 
5301,AVP: Alien vs. Predator (2004),Action|Horror|Sci-Fi|Thriller,avp: alien vs. predator 
5302,We Don't Live Here Anymore (2004),Drama,we don't live here anymore 
5303,Without a Paddle (2004),Comedy,without a paddle 
5304,Exorcist: The Beginning (2004),Horror|Thriller,exorcist: the beginning 
5305,"Bill Cosby, Himself (1983)",Comedy|Documentary,bill cosby
5306,Anacondas: The Hunt for the Blood Orchid (2004),Adventure|Drama|Horror|Sci-Fi|Thriller,anacondas: the hunt for the blood orchid 
5307,Suspect Zero (2004),Crime|Thriller,suspect zero 
5308,Warriors of Heaven and Earth (Tian di ying xiong) (2003),Action|Adventure|Drama,warriors of heaven and earth 
5309,Vanity Fair (2004),Drama|Romance,vanity fair 
5310,Paparazzi (2004),Drama|Thriller,paparazzi 
5311,Wicker Park (2004),Drama|Romance|Thriller,wicker park 
5312,Alice Doesn't Live Here Anymore (1974),Drama|Romance,alice doesn't live here anymore 
5313,Who's That Knocking at My Door? (1967),Drama,who's that knocking at my door? 
5314,Camera Buff (Amator) (1979),Drama,camera buff 
5315,"Vitelloni, I (a.k.a. The Young and the Passionate) (1953)",Drama,vitelloni
5316,Cellular (2004),Action|Crime|Drama|Mystery|Thriller,cellular 
5317,Resident Evil: Apocalypse (2004),Action|Horror|Sci-Fi|Thriller,resident evil: apocalypse 
5318,Mr. 3000 (2004),Comedy|Drama,mr. 3000 
5319,Sky Captain and the World of Tomorrow (2004),Action|Adventure|Sci-Fi,sky captain and the world of tomorrow 
5320,Wimbledon (2004),Comedy|Romance,wimbledon 
5321,First Daughter (2004),Comedy|Romance,first daughter 
5322,"Forgotten, The (2004)",Drama|Mystery|Sci-Fi|Thriller,forgotten
5323,"Motorcycle Diaries, The (Diarios de motocicleta) (2004)",Adventure|Drama,motorcycle diaries
5324,Shaun of the Dead (2004),Comedy|Horror,shaun of the dead 
5325,"Come Back, Little Sheba (1952)",Drama,come back
5326,Murder on the Orient Express (1974),Crime|Mystery|Thriller,murder on the orient express 
5327,Mask (1985),Drama,mask 
5328,Orca: The Killer Whale (1977),Action|Drama|Horror|Thriller,orca: the killer whale 
5329,1492: Conquest of Paradise (1992),Adventure|Drama,1492: conquest of paradise 
5330,Cannibal Holocaust (1980),Horror,cannibal holocaust 
5331,Shark Tale (2004),Animation|Children|Comedy,shark tale 
5332,Ladder 49 (2004),Action|Drama|Thriller,ladder 49 
5333,I Heart Huckabees (2004),Comedy,i heart huckabees 
5334,Raise Your Voice (2004),Romance,raise your voice 
5335,Taxi (2004),Action|Comedy,taxi 
5336,Primer (2004),Drama|Sci-Fi,primer 
5337,Stage Beauty (2004),Drama,stage beauty 
5338,Shall We Dance? (2004),Comedy|Romance,shall we dance? 
5339,Team America: World Police (2004),Action|Adventure|Animation|Comedy,team america: world police 
5340,Eulogy (2004),Comedy|Crime|Drama,eulogy 
5341,P.S. (2004),Comedy|Drama|Fantasy|Romance,p.s. 
5342,"Country Girl, The (1954)",Drama,country girl
5343,"Rose Tattoo, The (1955)",Drama|Romance,rose tattoo
5344,"Fearless Vampire Killers, The (1967)",Comedy|Horror,fearless vampire killers
5345,"Decline of the American Empire, The (Déclin de l'empire américain, Le) (1986)",Comedy|Drama,decline of the american empire
5346,Bebe's Kids (1992),Animation|Children|Comedy,bebe's kids 
5347,Friday Night Lights (2004),Action|Drama,friday night lights 
5348,Tarnation (2003),Documentary,tarnation 
5349,"Final Cut, The (2004)",Sci-Fi|Thriller,final cut
5350,Being Julia (2004),Comedy|Drama,being julia 
5351,Surviving Christmas (2004),Comedy,surviving christmas 
5352,"Grudge, The (2004)",Horror|Mystery|Thriller,grudge
5353,Alfie (2004),Comedy|Drama|Romance,alfie 
5354,Sideways (2004),Comedy|Drama|Romance,sideways 
5355,The Machinist (2004),Drama|Mystery|Thriller,the machinist 
5356,Vera Drake (2004),Drama,vera drake 
5357,Falling Angels (2003),Drama,falling angels 
5358,Lightning in a Bottle (2004),Documentary,lightning in a bottle 
5359,Undertow (2004),Crime|Drama|Thriller,undertow 
5360,Saw (2004),Horror|Mystery|Thriller,saw 
5361,Ray (2004),Drama,ray 
5362,Birth (2004),Drama|Mystery,birth 
5363,"Incredibles, The (2004)",Action|Adventure|Animation|Children|Comedy,incredibles
5364,Callas Forever (2002),Drama,callas forever 
5365,"Polar Express, The (2004)",Adventure|Animation|Children|Fantasy|IMAX,polar express
5366,Kinsey (2004),Drama,kinsey 
5367,Seed of Chucky (Child's Play 5) (2004),Comedy|Horror,seed of chucky 
5368,After the Sunset (2004),Action|Adventure|Comedy|Crime|Thriller,after the sunset 
5369,Bridget Jones: The Edge of Reason (2004),Comedy|Drama|Romance,bridget jones: the edge of reason 
5370,Finding Neverland (2004),Drama,finding neverland 
5371,National Treasure (2004),Action|Adventure|Drama|Mystery|Thriller,national treasure 
5372,Bad Education (La mala educación) (2004),Drama|Thriller,bad education 
5373,"SpongeBob SquarePants Movie, The (2004)",Adventure|Animation|Children|Comedy,spongebob squarepants movie
5374,Alexander (2004),Action|Adventure|Drama|War,alexander 
5375,Christmas with the Kranks (2004),Children|Comedy,christmas with the kranks 
5376,Guerrilla: The Taking of Patty Hearst (2004),Documentary,guerrilla: the taking of patty hearst 
5377,Closer (2004),Drama|Romance,closer 
5378,I Am David (2003),Drama,i am david 
5379,House of Flying Daggers (Shi mian mai fu) (2004),Action|Drama|Romance,house of flying daggers 
5380,Ocean's Twelve (2004),Action|Comedy|Crime|Thriller,ocean's twelve 
5381,Blade: Trinity (2004),Action|Fantasy|Horror|Thriller,blade: trinity 
5382,Bush's Brain (2004),Documentary,bush's brain 
5383,Damn Yankees! (1958),Comedy|Musical,damn yankees! 
5384,That's Entertainment (1974),Documentary,that's entertainment 
5385,D.A.R.Y.L. (1985),Adventure|Children|Sci-Fi,d.a.r.y.l. 
5386,Fire in the Sky (1993),Drama|Mystery|Sci-Fi,fire in the sky 
5387,"Invisible Man Returns, The (1940)",Horror|Sci-Fi,invisible man returns
5388,Love Me If You Dare (Jeux d'enfants) (2003),Drama|Romance,love me if you dare 
5389,Control Room (2004),Documentary|War,control room 
5390,"Hunchback of Notre Dame, The (1923)",Drama|Horror,hunchback of notre dame
5391,Sherlock Jr. (1924),Comedy|Fantasy|Romance,sherlock jr. 
5392,"Freshman, The (1925)",Comedy,freshman
5393,Greed (1924),Drama,greed 
5394,"Jazz Singer, The (1927)",Drama|Musical|Romance,jazz singer
5395,"Steamboat Bill, Jr. (1928)",Comedy|Romance,steamboat bill
5396,"Andalusian Dog, An (Chien andalou, Un) (1929)",Fantasy,andalusian dog
5397,Little Caesar (1931),Crime|Drama,little caesar 
5398,Boudu Saved From Drowning (Boudu sauvé des eaux) (1932),Comedy,boudu saved from drowning 
